Geocodigo,Municipio,UF,Tipo,unidade,Safra,Valor
5103379,Cotriguaçu,MT,Produção,t,2021,4200
5103403,Cuiabá,MT,Produção,t,2021,3750
5103437,Curvelândia,MT,Produção,t,2021,328424
5103452,Denise,MT,Produção,t,2021,3471843
5103502,Diamantino,MT,Produção,t,2021,303984
5103601,Dom Aquino,MT,Produção,t,2021,0
5103700,Feliz Natal,MT,Produção,t,2021,0
5103809,Figueirópolis D'Oeste,MT,Produção,t,2021,0
5103858,Gaúcha do Norte,MT,Produção,t,2021,750
5103908,General Carneiro,MT,Produção,t,2021,0
5103957,Glória D'Oeste,MT,Produção,t,2021,185010
5104104,Guarantã do Norte,MT,Produção,t,2021,200
5104203,Guiratinga,MT,Produção,t,2021,280
5104500,Indiavaí,MT,Produção,t,2021,0
5104526,Ipiranga do Norte,MT,Produção,t,2021,0
5104542,Itanhangá,MT,Produção,t,2021,0
5104559,Itaúba,MT,Produção,t,2021,300
5104609,Itiquira,MT,Produção,t,2021,360000
5104807,Jaciara,MT,Produção,t,2021,1500
5104906,Jangada,MT,Produção,t,2021,22400
5105002,Jauru,MT,Produção,t,2021,0
5105101,Juara,MT,Produção,t,2021,75
5105150,Juína,MT,Produção,t,2021,52000
5105176,Juruena,MT,Produção,t,2021,0
5105200,Juscimeira,MT,Produção,t,2021,0
5105234,Lambari D'Oeste,MT,Produção,t,2021,694769
5105259,Lucas do Rio Verde,MT,Produção,t,2021,0
5105309,Luciara,MT,Produção,t,2021,0
5105507,Vila Bela da Santíssima Trindade,MT,Produção,t,2021,0
5105580,Marcelândia,MT,Produção,t,2021,0
5105606,Matupá,MT,Produção,t,2021,200
5105622,Mirassol d'Oeste,MT,Produção,t,2021,536148
5105903,Nobres,MT,Produção,t,2021,400
5106000,Nortelândia,MT,Produção,t,2021,0
5106109,Nossa Senhora do Livramento,MT,Produção,t,2021,3928
5106158,Nova Bandeirantes,MT,Produção,t,2021,0
5106174,Nova Nazaré,MT,Produção,t,2021,0
5106182,Nova Lacerda,MT,Produção,t,2021,200
5106190,Nova Santa Helena,MT,Produção,t,2021,200
5106208,Nova Brasilândia,MT,Produção,t,2021,453
5106216,Nova Canaã do Norte,MT,Produção,t,2021,0
5106224,Nova Mutum,MT,Produção,t,2021,0
5106232,Nova Olímpia,MT,Produção,t,2021,1477080
5106240,Nova Ubiratã,MT,Produção,t,2021,0
5106257,Nova Xavantina,MT,Produção,t,2021,0
5106265,Novo Mundo,MT,Produção,t,2021,0
5106273,Novo Horizonte do Norte,MT,Produção,t,2021,0
5106281,Novo São Joaquim,MT,Produção,t,2021,0
5106299,Paranaíta,MT,Produção,t,2021,0
5106307,Paranatinga,MT,Produção,t,2021,0
5106315,Novo Santo Antônio,MT,Produção,t,2021,0
5106372,Pedra Preta,MT,Produção,t,2021,5000
5106422,Peixoto de Azevedo,MT,Produção,t,2021,400
5106455,Planalto da Serra,MT,Produção,t,2021,0
5106505,Poconé,MT,Produção,t,2021,6000
5106653,Pontal do Araguaia,MT,Produção,t,2021,0
5106703,Ponte Branca,MT,Produção,t,2021,800
5106752,Pontes e Lacerda,MT,Produção,t,2021,0
5106778,Porto Alegre do Norte,MT,Produção,t,2021,0
5106802,Porto dos Gaúchos,MT,Produção,t,2021,250
5106828,Porto Esperidião,MT,Produção,t,2021,0
5106851,Porto Estrela,MT,Produção,t,2021,39360
5107008,Poxoréu,MT,Produção,t,2021,908
5107040,Primavera do Leste,MT,Produção,t,2021,0
5107065,Querência,MT,Produção,t,2021,120
5107107,São José dos Quatro Marcos,MT,Produção,t,2021,1573
5107156,Reserva do Cabaçal,MT,Produção,t,2021,0
5107180,Ribeirão Cascalheira,MT,Produção,t,2021,0
5107198,Ribeirãozinho,MT,Produção,t,2021,800
5107206,Rio Branco,MT,Produção,t,2021,0
5107248,Santa Carmem,MT,Produção,t,2021,0
5107263,Santo Afonso,MT,Produção,t,2021,5800
5107297,São José do Povo,MT,Produção,t,2021,360
5107305,São José do Rio Claro,MT,Produção,t,2021,422100
5107354,São José do Xingu,MT,Produção,t,2021,0
5107404,São Pedro da Cipa,MT,Produção,t,2021,0
5107578,Rondolândia,MT,Produção,t,2021,0
5107602,Rondonópolis,MT,Produção,t,2021,2000
5107701,Rosário Oeste,MT,Produção,t,2021,850
5107743,Santa Cruz do Xingu,MT,Produção,t,2021,0
5107750,Salto do Céu,MT,Produção,t,2021,0
5107768,Santa Rita do Trivelato,MT,Produção,t,2021,0
5107776,Santa Terezinha,MT,Produção,t,2021,0
5107792,Santo Antônio do Leste,MT,Produção,t,2021,0
5107800,Santo Antônio do Leverger,MT,Produção,t,2021,17500
5107859,São Félix do Araguaia,MT,Produção,t,2021,0
5107875,Sapezal,MT,Produção,t,2021,0
5107883,Serra Nova Dourada,MT,Produção,t,2021,0
5107909,Sinop,MT,Produção,t,2021,0
5107925,Sorriso,MT,Produção,t,2021,149500
5107941,Tabaporã,MT,Produção,t,2021,0
5107958,Tangará da Serra,MT,Produção,t,2021,53753
5108006,Tapurah,MT,Produção,t,2021,0
5108055,Terra Nova do Norte,MT,Produção,t,2021,0
5108105,Tesouro,MT,Produção,t,2021,0
5108204,Torixoréu,MT,Produção,t,2021,0
5108303,União do Sul,MT,Produção,t,2021,0
5108352,Vale de São Domingos,MT,Produção,t,2021,0
5108402,Várzea Grande,MT,Produção,t,2021,800
5108501,Vera,MT,Produção,t,2021,0
5108600,Vila Rica,MT,Produção,t,2021,0
5108808,Nova Guarita,MT,Produção,t,2021,0
5108857,Nova Marilândia,MT,Produção,t,2021,0
5108907,Nova Maringá,MT,Produção,t,2021,0
5108956,Nova Monte Verde,MT,Produção,t,2021,0
5200050,Abadia de Goiás,GO,Produção,t,2021,0
5200100,Abadiânia,GO,Produção,t,2021,0
5200134,Acreúna,GO,Produção,t,2021,2409000
5200159,Adelândia,GO,Produção,t,2021,0
5200175,Água Fria de Goiás,GO,Produção,t,2021,0
5200209,Água Limpa,GO,Produção,t,2021,0
5200258,Águas Lindas de Goiás,GO,Produção,t,2021,0
5200308,Alexânia,GO,Produção,t,2021,0
5200506,Aloândia,GO,Produção,t,2021,0
5200555,Alto Horizonte,GO,Produção,t,2021,315
5200605,Alto Paraíso de Goiás,GO,Produção,t,2021,0
5200803,Alvorada do Norte,GO,Produção,t,2021,0
5200829,Amaralina,GO,Produção,t,2021,441
5200852,Americano do Brasil,GO,Produção,t,2021,0
5200902,Amorinópolis,GO,Produção,t,2021,0
5201108,Anápolis,GO,Produção,t,2021,0
5201207,Anhanguera,GO,Produção,t,2021,335
5201306,Anicuns,GO,Produção,t,2021,661167
5201405,Aparecida de Goiânia,GO,Produção,t,2021,0
5201454,Aparecida do Rio Doce,GO,Produção,t,2021,0
5201504,Aporé,GO,Produção,t,2021,1593000
5201603,Araçu,GO,Produção,t,2021,0
5201702,Aragarças,GO,Produção,t,2021,42300
5201801,Aragoiânia,GO,Produção,t,2021,0
5202155,Araguapaz,GO,Produção,t,2021,0
5202353,Arenópolis,GO,Produção,t,2021,0
5202502,Aruanã,GO,Produção,t,2021,0
5202601,Aurilândia,GO,Produção,t,2021,0
5202809,Avelinópolis,GO,Produção,t,2021,98500
5203104,Baliza,GO,Produção,t,2021,0
5203203,Barro Alto,GO,Produção,t,2021,518000
5203302,Bela Vista de Goiás,GO,Produção,t,2021,0
5203401,Bom Jardim de Goiás,GO,Produção,t,2021,0
5203500,Bom Jesus de Goiás,GO,Produção,t,2021,2657400
5203559,Bonfinópolis,GO,Produção,t,2021,0
5203575,Bonópolis,GO,Produção,t,2021,0
5203609,Brazabrantes,GO,Produção,t,2021,0
5203807,Britânia,GO,Produção,t,2021,0
5203906,Buriti Alegre,GO,Produção,t,2021,211088
5203939,Buriti de Goiás,GO,Produção,t,2021,0
5203962,Buritinópolis,GO,Produção,t,2021,0
5204003,Cabeceiras,GO,Produção,t,2021,0
5204102,Cachoeira Alta,GO,Produção,t,2021,602684
5204201,Cachoeira de Goiás,GO,Produção,t,2021,0
5204250,Cachoeira Dourada,GO,Produção,t,2021,1327956
5204300,Caçu,GO,Produção,t,2021,1365656
5204409,Caiapônia,GO,Produção,t,2021,0
5204508,Caldas Novas,GO,Produção,t,2021,350
5204557,Caldazinha,GO,Produção,t,2021,0
5204607,Campestre de Goiás,GO,Produção,t,2021,0
5204656,Campinaçu,GO,Produção,t,2021,0
5204706,Campinorte,GO,Produção,t,2021,176800
5204805,Campo Alegre de Goiás,GO,Produção,t,2021,80000
5204854,Campo Limpo de Goiás,GO,Produção,t,2021,0
5204904,Campos Belos,GO,Produção,t,2021,0
5204953,Campos Verdes,GO,Produção,t,2021,0
5205000,Carmo do Rio Verde,GO,Produção,t,2021,645757
5205059,Castelândia,GO,Produção,t,2021,375000
5205109,Catalão,GO,Produção,t,2021,64000
5205208,Caturaí,GO,Produção,t,2021,0
5205307,Cavalcante,GO,Produção,t,2021,0
5205406,Ceres,GO,Produção,t,2021,0
5205455,Cezarina,GO,Produção,t,2021,0
5205471,Chapadão do Céu,GO,Produção,t,2021,2403000
5205497,Cidade Ocidental,GO,Produção,t,2021,0
5205513,Cocalzinho de Goiás,GO,Produção,t,2021,0
5205521,Colinas do Sul,GO,Produção,t,2021,600
5205703,Córrego do Ouro,GO,Produção,t,2021,0
5205802,Corumbá de Goiás,GO,Produção,t,2021,0
5205901,Corumbaíba,GO,Produção,t,2021,3000
5206206,Cristalina,GO,Produção,t,2021,0
5206305,Cristianópolis,GO,Produção,t,2021,0
5206404,Crixás,GO,Produção,t,2021,1134
5206503,Cromínia,GO,Produção,t,2021,0
5206602,Cumari,GO,Produção,t,2021,300
5206701,Damianópolis,GO,Produção,t,2021,0
5206800,Damolândia,GO,Produção,t,2021,0
5206909,Davinópolis,GO,Produção,t,2021,900
5207105,Diorama,GO,Produção,t,2021,0
5207253,Doverlândia,GO,Produção,t,2021,0
5207352,Edealina,GO,Produção,t,2021,6750
5207402,Edéia,GO,Produção,t,2021,2280000
5207501,Estrela do Norte,GO,Produção,t,2021,0
5207535,Faina,GO,Produção,t,2021,0
5207600,Fazenda Nova,GO,Produção,t,2021,0
5207808,Firminópolis,GO,Produção,t,2021,0
5207907,Flores de Goiás,GO,Produção,t,2021,0
5208004,Formosa,GO,Produção,t,2021,99000
5208103,Formoso,GO,Produção,t,2021,0
5208152,Gameleira de Goiás,GO,Produção,t,2021,0
5208301,Divinópolis de Goiás,GO,Produção,t,2021,0
5208400,Goianápolis,GO,Produção,t,2021,0
5208509,Goiandira,GO,Produção,t,2021,1142
5208608,Goianésia,GO,Produção,t,2021,1601750
5208707,Goiânia,GO,Produção,t,2021,0
5208806,Goianira,GO,Produção,t,2021,78600
5208905,Goiás,GO,Produção,t,2021,0
5209101,Goiatuba,GO,Produção,t,2021,4214400
5209150,Gouvelândia,GO,Produção,t,2021,2274375
5209200,Guapó,GO,Produção,t,2021,0
5209291,Guaraíta,GO,Produção,t,2021,0
5209408,Guarani de Goiás,GO,Produção,t,2021,0
5209457,Guarinos,GO,Produção,t,2021,0
5209606,Heitoraí,GO,Produção,t,2021,0
5209705,Hidrolândia,GO,Produção,t,2021,0
5209804,Hidrolina,GO,Produção,t,2021,54400
5209903,Iaciara,GO,Produção,t,2021,0
5209937,Inaciolândia,GO,Produção,t,2021,1607150
5209952,Indiara,GO,Produção,t,2021,260000
5210000,Inhumas,GO,Produção,t,2021,566186
5210109,Ipameri,GO,Produção,t,2021,247776
5210158,Ipiranga de Goiás,GO,Produção,t,2021,343467
5210208,Iporá,GO,Produção,t,2021,0
5210307,Israelândia,GO,Produção,t,2021,0
5210406,Itaberaí,GO,Produção,t,2021,206000
5210562,Itaguari,GO,Produção,t,2021,0
5210604,Itaguaru,GO,Produção,t,2021,0
5210802,Itajá,GO,Produção,t,2021,0
5210901,Itapaci,GO,Produção,t,2021,498147
5211008,Itapirapuã,GO,Produção,t,2021,0
5211206,Itapuranga,GO,Produção,t,2021,494198
5211305,Itarumã,GO,Produção,t,2021,455664
5211404,Itauçu,GO,Produção,t,2021,0
5211503,Itumbiara,GO,Produção,t,2021,3902980
5211602,Ivolândia,GO,Produção,t,2021,0
5211701,Jandaia,GO,Produção,t,2021,825570
5211800,Jaraguá,GO,Produção,t,2021,26640
5211909,Jataí,GO,Produção,t,2021,2880000
5212006,Jaupaci,GO,Produção,t,2021,0
5212055,Jesúpolis,GO,Produção,t,2021,0
5212105,Joviânia,GO,Produção,t,2021,177300
5212204,Jussara,GO,Produção,t,2021,0
5212253,Lagoa Santa,GO,Produção,t,2021,0
5212303,Leopoldo de Bulhões,GO,Produção,t,2021,0
5212501,Luziânia,GO,Produção,t,2021,0
5212600,Mairipotaba,GO,Produção,t,2021,0
5212709,Mambaí,GO,Produção,t,2021,0
5212808,Mara Rosa,GO,Produção,t,2021,504
5212907,Marzagão,GO,Produção,t,2021,1050
5212956,Matrinchã,GO,Produção,t,2021,0
5213004,Maurilândia,GO,Produção,t,2021,836000
5213053,Mimoso de Goiás,GO,Produção,t,2021,0
5213087,Minaçu,GO,Produção,t,2021,0
5213103,Mineiros,GO,Produção,t,2021,3432000
5213400,Moiporá,GO,Produção,t,2021,0
5213509,Monte Alegre de Goiás,GO,Produção,t,2021,0
5213707,Montes Claros de Goiás,GO,Produção,t,2021,315000
5213756,Montividiu,GO,Produção,t,2021,85400
5213772,Montividiu do Norte,GO,Produção,t,2021,0
5213806,Morrinhos,GO,Produção,t,2021,1615000
5213855,Morro Agudo de Goiás,GO,Produção,t,2021,0
5213905,Mossâmedes,GO,Produção,t,2021,31533
5214002,Mozarlândia,GO,Produção,t,2021,0
5214051,Mundo Novo,GO,Produção,t,2021,0
5214101,Mutunópolis,GO,Produção,t,2021,0
5214408,Nazário,GO,Produção,t,2021,0
5214507,Nerópolis,GO,Produção,t,2021,0
5214606,Niquelândia,GO,Produção,t,2021,2205
5214705,Nova América,GO,Produção,t,2021,52280
5214804,Nova Aurora,GO,Produção,t,2021,2444
5214838,Nova Crixás,GO,Produção,t,2021,0
5214861,Nova Glória,GO,Produção,t,2021,840645
5214879,Nova Iguaçu de Goiás,GO,Produção,t,2021,900
5214903,Nova Roma,GO,Produção,t,2021,0
5215009,Nova Veneza,GO,Produção,t,2021,0
5215207,Novo Brasil,GO,Produção,t,2021,0
5215231,Novo Gama,GO,Produção,t,2021,0
5215256,Novo Planalto,GO,Produção,t,2021,0
5215306,Orizona,GO,Produção,t,2021,0
5215405,Ouro Verde de Goiás,GO,Produção,t,2021,0
5215504,Ouvidor,GO,Produção,t,2021,2480
5215603,Padre Bernardo,GO,Produção,t,2021,0
5215652,Palestina de Goiás,GO,Produção,t,2021,0
5215702,Palmeiras de Goiás,GO,Produção,t,2021,0
5215801,Palmelo,GO,Produção,t,2021,0
5215900,Palminópolis,GO,Produção,t,2021,0
5216007,Panamá,GO,Produção,t,2021,610450
5216304,Paranaiguara,GO,Produção,t,2021,1289216
5216403,Paraúna,GO,Produção,t,2021,1110000
5216452,Perolândia,GO,Produção,t,2021,595000
5216809,Petrolina de Goiás,GO,Produção,t,2021,0
5216908,Pilar de Goiás,GO,Produção,t,2021,0
5217104,Piracanjuba,GO,Produção,t,2021,2250
5217203,Piranhas,GO,Produção,t,2021,0
5217302,Pirenópolis,GO,Produção,t,2021,0
5217401,Pires do Rio,GO,Produção,t,2021,0
5217609,Planaltina,GO,Produção,t,2021,0
5217708,Pontalina,GO,Produção,t,2021,332668
5218003,Porangatu,GO,Produção,t,2021,0
5218052,Porteirão,GO,Produção,t,2021,2103920
5218102,Portelândia,GO,Produção,t,2021,0
5218300,Posse,GO,Produção,t,2021,0
5218391,Professor Jamil,GO,Produção,t,2021,0
5218508,Quirinópolis,GO,Produção,t,2021,5987721
5218607,Rialma,GO,Produção,t,2021,150923
5218706,Rianápolis,GO,Produção,t,2021,62010
5218789,Rio Quente,GO,Produção,t,2021,1156
5218805,Rio Verde,GO,Produção,t,2021,1886000
5218904,Rubiataba,GO,Produção,t,2021,504694
5219001,Sanclerlândia,GO,Produção,t,2021,4030
5219100,Santa Bárbara de Goiás,GO,Produção,t,2021,42000
5219209,Santa Cruz de Goiás,GO,Produção,t,2021,0
5219258,Santa Fé de Goiás,GO,Produção,t,2021,0
5219308,Santa Helena de Goiás,GO,Produção,t,2021,2000000
5219357,Santa Isabel,GO,Produção,t,2021,421389
5219407,Santa Rita do Araguaia,GO,Produção,t,2021,0
5219456,Santa Rita do Novo Destino,GO,Produção,t,2021,288800
5219506,Santa Rosa de Goiás,GO,Produção,t,2021,0
5219605,Santa Tereza de Goiás,GO,Produção,t,2021,0
5219704,Santa Terezinha de Goiás,GO,Produção,t,2021,900
5219712,Santo Antônio da Barra,GO,Produção,t,2021,429000
5219738,Santo Antônio de Goiás,GO,Produção,t,2021,0
5219753,Santo Antônio do Descoberto,GO,Produção,t,2021,0
5219803,São Domingos,GO,Produção,t,2021,0
5219902,São Francisco de Goiás,GO,Produção,t,2021,0
5220009,São João d'Aliança,GO,Produção,t,2021,0
5220058,São João da Paraúna,GO,Produção,t,2021,0
5220108,São Luís de Montes Belos,GO,Produção,t,2021,0
5220157,São Luiz do Norte,GO,Produção,t,2021,1224000
5220207,São Miguel do Araguaia,GO,Produção,t,2021,0
5220264,São Miguel do Passa Quatro,GO,Produção,t,2021,0
5220280,São Patrício,GO,Produção,t,2021,105415
5220405,São Simão,GO,Produção,t,2021,312500
5220454,Senador Canedo,GO,Produção,t,2021,0
5220504,Serranópolis,GO,Produção,t,2021,933338
5220603,Silvânia,GO,Produção,t,2021,0
5220686,Simolândia,GO,Produção,t,2021,0
5220702,Sítio d'Abadia,GO,Produção,t,2021,0
5221007,Taquaral de Goiás,GO,Produção,t,2021,0
5221080,Teresina de Goiás,GO,Produção,t,2021,0
5221197,Terezópolis de Goiás,GO,Produção,t,2021,0
5221304,Três Ranchos,GO,Produção,t,2021,300
5221403,Trindade,GO,Produção,t,2021,27693
5221452,Trombas,GO,Produção,t,2021,0
5221502,Turvânia,GO,Produção,t,2021,42000
5221551,Turvelândia,GO,Produção,t,2021,1297440
5221577,Uirapuru,GO,Produção,t,2021,420
5221601,Uruaçu,GO,Produção,t,2021,510000
5221700,Uruana,GO,Produção,t,2021,241024
5221809,Urutaí,GO,Produção,t,2021,0
5221858,Valparaíso de Goiás,GO,Produção,t,2021,0
5221908,Varjão,GO,Produção,t,2021,0
5222005,Vianópolis,GO,Produção,t,2021,0
5222054,Vicentinópolis,GO,Produção,t,2021,1424000
5222203,Vila Boa,GO,Produção,t,2021,610822
5222302,Vila Propício,GO,Produção,t,2021,1903500
5300108,Brasília,DF,Produção,t,2021,17425
1100015,Alta Floresta D'Oeste,RO,Produtividade,kg/ha,2017,35000
1100023,Ariquemes,RO,Produtividade,kg/ha,2017,69000
1100031,Cabixi,RO,Produtividade,kg/ha,2017,0
1100049,Cacoal,RO,Produtividade,kg/ha,2017,66000
1100056,Cerejeiras,RO,Produtividade,kg/ha,2017,70000
1100064,Colorado do Oeste,RO,Produtividade,kg/ha,2017,50000
1100072,Corumbiara,RO,Produtividade,kg/ha,2017,43750
1100080,Costa Marques,RO,Produtividade,kg/ha,2017,68727
1100098,Espigão D'Oeste,RO,Produtividade,kg/ha,2017,80000
1100106,Guajará-Mirim,RO,Produtividade,kg/ha,2017,70000
1100114,Jaru,RO,Produtividade,kg/ha,2017,65000
1100122,Ji-Paraná,RO,Produtividade,kg/ha,2017,50000
1100130,Machadinho D'Oeste,RO,Produtividade,kg/ha,2017,40000
1100148,Nova Brasilândia D'Oeste,RO,Produtividade,kg/ha,2017,0
1100155,Ouro Preto do Oeste,RO,Produtividade,kg/ha,2017,31884
1100189,Pimenta Bueno,RO,Produtividade,kg/ha,2017,65000
1100205,Porto Velho,RO,Produtividade,kg/ha,2017,30638
1100254,Presidente Médici,RO,Produtividade,kg/ha,2017,100000
1100262,Rio Crespo,RO,Produtividade,kg/ha,2017,0
1100288,Rolim de Moura,RO,Produtividade,kg/ha,2017,100000
1100296,Santa Luzia D'Oeste,RO,Produtividade,kg/ha,2017,66600
1100304,Vilhena,RO,Produtividade,kg/ha,2017,0
1100320,São Miguel do Guaporé,RO,Produtividade,kg/ha,2017,0
1100338,Nova Mamoré,RO,Produtividade,kg/ha,2017,58000
1100346,Alvorada D'Oeste,RO,Produtividade,kg/ha,2017,35000
1100379,Alto Alegre dos Parecis,RO,Produtividade,kg/ha,2017,40000
1100403,Alto Paraíso,RO,Produtividade,kg/ha,2017,0
1100452,Buritis,RO,Produtividade,kg/ha,2017,0
1100502,Novo Horizonte do Oeste,RO,Produtividade,kg/ha,2017,50000
1100601,Cacaulândia,RO,Produtividade,kg/ha,2017,0
1100700,Campo Novo de Rondônia,RO,Produtividade,kg/ha,2017,25000
1100809,Candeias do Jamari,RO,Produtividade,kg/ha,2017,65000
1100908,Castanheiras,RO,Produtividade,kg/ha,2017,65154
1100924,Chupinguaia,RO,Produtividade,kg/ha,2017,0
1100940,Cujubim,RO,Produtividade,kg/ha,2017,0
1101005,Governador Jorge Teixeira,RO,Produtividade,kg/ha,2017,63750
1101104,Itapuã do Oeste,RO,Produtividade,kg/ha,2017,35000
1101203,Ministro Andreazza,RO,Produtividade,kg/ha,2017,0
1101302,Mirante da Serra,RO,Produtividade,kg/ha,2017,65000
1101401,Monte Negro,RO,Produtividade,kg/ha,2017,25000
1101435,Nova União,RO,Produtividade,kg/ha,2017,30000
1101450,Parecis,RO,Produtividade,kg/ha,2017,20000
1101468,Pimenteiras do Oeste,RO,Produtividade,kg/ha,2017,0
1101476,Primavera de Rondônia,RO,Produtividade,kg/ha,2017,66000
1101484,São Felipe D'Oeste,RO,Produtividade,kg/ha,2017,39000
1101492,São Francisco do Guaporé,RO,Produtividade,kg/ha,2017,0
1101500,Seringueiras,RO,Produtividade,kg/ha,2017,0
1101559,Teixeirópolis,RO,Produtividade,kg/ha,2017,10000
1101609,Theobroma,RO,Produtividade,kg/ha,2017,0
1101708,Urupá,RO,Produtividade,kg/ha,2017,46000
1101757,Vale do Anari,RO,Produtividade,kg/ha,2017,74900
1101807,Vale do Paraíso,RO,Produtividade,kg/ha,2017,45000
1200013,Acrelândia,AC,Produtividade,kg/ha,2017,28000
1200054,Assis Brasil,AC,Produtividade,kg/ha,2017,28000
1200104,Brasiléia,AC,Produtividade,kg/ha,2017,25000
